contract_project_id,contract_id,project_number,project_name,work_type,county_region,route,location,project_award_amount
cdot_2022q4_mpr200_279_project_1,cdot_2022q4_mpr200_279,MPR200-279,FY 23 STENCIL MARKING PROJECT,Roadway,Colorado / CDOT District 2,,MPR200-279 FY 23 STENCIL MARKING PROJECT,448255.86
cdot_2022q4_mpr200_280_project_1,cdot_2022q4_mpr200_280,MPR200-280,PUEBLO AREA,Roadway,Colorado / CDOT District 2,,MPR200-280 PUEBLO AREA,894364.00
cdot_2022q4_mtce_072a_045_project_1,cdot_2022q4_mtce_072a_045,MTCE 072A-045,SH 72B MP 37.00 TO MP 45.3 NEA,Roadway,Colorado / CDOT District 4,,MTCE 072A-045 SH 72B MP 37.00 TO MP 45.3 NEA,1096643.80
cdot_2022q4_mtce_r100_380_project_1,cdot_2022q4_mtce_r100_380,MTCE R100-380,REGION 1 FY 23/24 PAVEMENT MAR,Roadway,Colorado / CDOT District 1,,MTCE R100-380 REGION 1 FY 23/24 PAVEMENT MAR,11849087.88
cdot_2022q4_mtce_r500_218_project_1,cdot_2022q4_mtce_r500_218,MTCE R500-218,,Roadway,Colorado / CDOT District 5,,MTCE R500-218,1168613.00
cdot_2022q4_mtce_r500_219_project_1,cdot_2022q4_mtce_r500_219,MTCE R500-219,,Roadway,Colorado / CDOT District 5,,MTCE R500-219,2256065.00
cdot_2022q4_mtce0253_281_project_1,cdot_2022q4_mtce0253_281,MTCE0253-281,MTCE FY23 I-25 CONC PANEL REPL,Roadway,Colorado / CDOT District 4,,MTCE0253-281 MTCE FY23 I-25 CONC PANEL REPL,1351993.00
cdot_2022q4_mtce0253_291_project_1,cdot_2022q4_mtce0253_291,MTCE0253-291,I-25 SIGN REPLACEMENT PHASE 2B,Roadway,Colorado / CDOT District 4,,MTCE0253-291 I-25 SIGN REPLACEMENT PHASE 2B,2499779.84
cdot_2022q4_mtce0702_426_project_1,cdot_2022q4_mtce0702_426,MTCE0702-426,I70 FROM MP 155 TO 180 AND MP,Roadway,Colorado / CDOT District 3,,MTCE0702-426 I70 FROM MP 155 TO 180 AND MP,693730.00
cdot_2022q4_mtce2873_204_project_1,cdot_2022q4_mtce2873_204,MTCE2873-204,MTCE FY22 SH287 CONC PANEL REP,Roadway,Colorado / CDOT District 4,,MTCE2873-204 MTCE FY22 SH287 CONC PANEL REP,693896.87
cdot_2022q4_mtcer300_262_project_1,cdot_2022q4_mtcer300_262,MTCER300-262,,Roadway,Colorado / CDOT District 3,,MTCER300-262,1742097.00
cdot_2022q4_mtcer300_272_project_1,cdot_2022q4_mtcer300_272,MTCER300-272,REGION 3 ROUNDABOUT STRIPING A,Roadway,Colorado / CDOT District 3,,MTCER300-272 REGION 3 ROUNDABOUT STRIPING A,324225.00
cdot_2022q4_mtcer300_273_project_1,cdot_2022q4_mtcer300_273,MTCER300-273,"I-70 MM 75-116, OTHER REGION 3",Roadway,Colorado / CDOT District 3,,"MTCER300-273 I-70 MM 75-116, OTHER REGION 3",1518388.73
cdot_2022q4_mtcer400_391_project_1,cdot_2022q4_mtcer400_391,MTCER400-391,VARIOUS HIGHWAY SEGMENTS ACROS,Roadway,Colorado / CDOT District 4,,MTCER400-391 VARIOUS HIGHWAY SEGMENTS ACROS,1564170.00
cdot_2022q4_mtcer400_396_project_1,cdot_2022q4_mtcer400_396,MTCER400-396,REGION 4,Roadway,Colorado / CDOT District 4,,MTCER400-396 REGION 4,1225327.30
cdot_2022q4_nh0504_910_project_1,cdot_2022q4_nh0504_910,NH0504-910,US50B L-24-B MIN REP AT MP 406,Roadway,Colorado / CDOT District 2,,NH0504-910 US50B L-24-B MIN REP AT MP 406,1697000.00
cdot_2022q4_nh0504_911_project_1,cdot_2022q4_nh0504_911,NH0504-911,,Roadway,Colorado / CDOT District 2,,NH0504-911,17781881.53
cdot_2022q4_nhc540_017_project_1,cdot_2022q4_nhc540_017,NHC540-017,R2 CHAINUP STA @ KENOSHA/HOOSI,Roadway,Colorado / CDOT District 2,,NHC540-017 R2 CHAINUP STA @ KENOSHA/HOOSI,7334391.55
cdot_2022q4_nhm175_029_project_1,cdot_2022q4_nhm175_029,NHM175-029,"CANON CITY, CO",Roadway,Colorado / CDOT District 2,,"NHM175-029 CANON CITY, CO",2012665.10
cdot_2022q4_nhm765_007_project_1,cdot_2022q4_nhm765_007,NHM765-007,,Roadway,Colorado / CDOT District 2,,NHM765-007,13605608.18
cdot_2022q4_nhpp_0761_238_project_1,cdot_2022q4_nhpp_0761_238,NHPP 0761-238,I-76 DAHLIA TO YORK,Roadway,Colorado / CDOT District 1,,NHPP 0761-238 I-76 DAHLIA TO YORK,25426004.45
cdot_2022q4_nhpp_3851_018_project_1,cdot_2022q4_nhpp_3851_018,NHPP 3851-018,US 385 NORTH OF CHEYENNE WELLS,Roadway,Colorado / CDOT District 4,,NHPP 3851-018 US 385 NORTH OF CHEYENNE WELLS,13523000.00
cdot_2022q4_nhpp0021_041_project_1,cdot_2022q4_nhpp0021_041,NHPP0021-041,SH2 RESURFACING MLK TO 52ND,Roadway,Colorado / CDOT District 1,,NHPP0021-041 SH2 RESURFACING MLK TO 52ND,3269122.13
cdot_2022q4_nhpp0063_048_project_1,cdot_2022q4_nhpp0063_048,NHPP0063-048,US6 / 20 ROAD INTERSECTION IMP,Roadway,Colorado / CDOT District 3,,NHPP0063-048 US6 / 20 ROAD INTERSECTION IMP,3776448.13
cdot_2022q4_nhpp0063_054_project_1,cdot_2022q4_nhpp0063_054,NHPP0063-054,US 6 FROM I70-B TO 33 RD. (MP,Roadway,Colorado / CDOT District 3,,NHPP0063-054 US 6 FROM I70-B TO 33 RD. (MP,16532414.25
cdot_2022q4_nhpp0063_063_project_1,cdot_2022q4_nhpp0063_063,NHPP0063-063,,Roadway,Colorado / CDOT District 3,,NHPP0063-063,9208179.50
cdot_2022q4_nhpp0252_448_project_1,cdot_2022q4_nhpp0252_448,NHPP0252-448,I-25 TREX NARROWS BRIDGE PREVE,Roadway,Colorado / CDOT District 1,,NHPP0252-448 I-25 TREX NARROWS BRIDGE PREVE,2827827.00
cdot_2022q4_nhpp0253_275_project_1,cdot_2022q4_nhpp0253_275,NHPP0253-275,I-25 EXPRESS LANES SEGMENT 5 &,Roadway,Colorado / CDOT District 4,,NHPP0253-275 I-25 EXPRESS LANES SEGMENT 5 &,6514608.17
cdot_2022q4_nhpp0343_048_project_1,cdot_2022q4_nhpp0343_048,NHPP0343-048,US 34 (MP 169.3-171.4),Roadway,Colorado / CDOT District 4,,NHPP0343-048 US 34 (MP 169.3-171.4),2191362.00
cdot_2022q4_nhpp0502_090_project_1,cdot_2022q4_nhpp0502_090,NHPP0502-090,SH 50 MP 134.6-136 GUNNISON CO,Roadway,Colorado / CDOT District 3,,NHPP0502-090 SH 50 MP 134.6-136 GUNNISON CO,7499484.80
cdot_2022q4_nhpp0701_231_project_1,cdot_2022q4_nhpp0701_231,NHPP0701-231,I-70 SALT WASH BRIDGES SCOUR,Roadway,Colorado / CDOT District 3,,NHPP0701-231 I-70 SALT WASH BRIDGES SCOUR,3300000.00
cdot_2022q4_nhpp0701_252_project_1,cdot_2022q4_nhpp0701_252,NHPP0701-252,I-70 RIFLE TO SILT SLAB REPLAC,Roadway,Colorado / CDOT District 3,,NHPP0701-252 I-70 RIFLE TO SILT SLAB REPLAC,7080420.17
cdot_2022q4_nhpp0701_253_project_1,cdot_2022q4_nhpp0701_253,NHPP0701-253,I-70 EAST OF DEBEQUE,Roadway,Colorado / CDOT District 3,,NHPP0701-253 I-70 EAST OF DEBEQUE,5028719.80
cdot_2022q4_nhpp0702_383_project_1,cdot_2022q4_nhpp0702_383,NHPP0702-383,I-70 EB AUX FRISCO TO SILVERTH,Roadway,Colorado / CDOT District 3,,NHPP0702-383 I-70 EB AUX FRISCO TO SILVERTH,26917300.00
cdot_2022q4_nhpp0702_413_project_1,cdot_2022q4_nhpp0702_413,NHPP0702-413,VAIL PASS AUX PHASE 1 CAP 2,Roadway,Colorado / CDOT District 3,,NHPP0702-413 VAIL PASS AUX PHASE 1 CAP 2,21966094.79
cdot_2022q4_nhpp0702_414_project_1,cdot_2022q4_nhpp0702_414,NHPP0702-414,VAIL PASS AUX PHASE 1 CAP 3,Roadway,Colorado / CDOT District 3,,NHPP0702-414 VAIL PASS AUX PHASE 1 CAP 3,47957757.02
cdot_2022q4_nhpp0703_472_project_1,cdot_2022q4_nhpp0703_472,NHPP0703-472,,Roadway,Colorado / CDOT District 1,,NHPP0703-472,8027827.75
cdot_2022q4_nhpp0705_088_project_1,cdot_2022q4_nhpp0705_088,NHPP0705-088,I-70 AGATE STRUCTURE REHAB,Roadway,Colorado / CDOT District 4,,NHPP0705-088 I-70 AGATE STRUCTURE REHAB,5098771.00
cdot_2022q4_nhpp072a_047_project_1,cdot_2022q4_nhpp072a_047,NHPP072A-047,SH-72 RESURFACING: I-70 TO IND,Roadway,Colorado / CDOT District 1,,NHPP072A-047 SH-72 RESURFACING: I-70 TO IND,8097793.64
cdot_2022q4_nhpp0821_114_project_1,cdot_2022q4_nhpp0821_114,NHPP0821-114,SH 82 ASPEN/INDEPENDENCE PASS,Roadway,Colorado / CDOT District 3,,NHPP0821-114 SH 82 ASPEN/INDEPENDENCE PASS,1165615.42
cdot_2022q4_nhpp083a_046_project_1,cdot_2022q4_nhpp083a_046,NHPP083A-046,SH83 RESURFACING STROH RD TO H,Roadway,Colorado / CDOT District 1,,NHPP083A-046 SH83 RESURFACING STROH RD TO H,3893820.48
cdot_2022q4_nhpp0853_126_project_1,cdot_2022q4_nhpp0853_126,NHPP0853-126,US85C: PLATTEVILLE NORTH MP (2,Roadway,Colorado / CDOT District 4,,NHPP0853-126 US85C: PLATTEVILLE NORTH MP (2,5111254.25
cdot_2022q4_nhpp0931_033_project_1,cdot_2022q4_nhpp0931_033,NHPP0931-033,SH93:US6 TO 58TH RESURFACING,Roadway,Colorado / CDOT District 1,,NHPP0931-033 SH93:US6 TO 58TH RESURFACING,5039495.35
cdot_2022q4_nhpp1601_083_project_1,cdot_2022q4_nhpp1601_083,NHPP1601-083,,Roadway,Colorado / CDOT District 5,,NHPP1601-083,21890679.16
cdot_2022q4_nhpp2873_189_project_1,cdot_2022q4_nhpp2873_189,NHPP2873-189,US 287 (FEDERAL BLVD) - COLFAX,Roadway,Colorado / CDOT District 1,,NHPP2873-189 US 287 (FEDERAL BLVD) - COLFAX,4704411.40
cdot_2022q4_nhppr100_266_project_1,cdot_2022q4_nhppr100_266,NHPPR100-266,R1 ESSENTIAL REPAIRS,Roadway,Colorado / CDOT District 1,,NHPPR100-266 R1 ESSENTIAL REPAIRS,3070798.76
cdot_2022q4_pan0761_245_project_1,cdot_2022q4_pan0761_245,PAN0761-245,ALONG I-76 & RAMPS MILEPOST 95,Roadway,Colorado / CDOT District 4,,PAN0761-245 ALONG I-76 & RAMPS MILEPOST 95,348232.00
cdot_2022q4_she0242_087_project_1,cdot_2022q4_she0242_087,SHE0242-087,"US 24 SAFETY IMPRVMNTS, E OF F",Roadway,Colorado / CDOT District 2,,"SHE0242-087 US 24 SAFETY IMPRVMNTS, E OF F",2097272.44
cdot_2022q4_she2873_193_project_1,cdot_2022q4_she2873_193,SHE2873-193,US 287 & CO 52 INTERSECTION IM,Roadway,Colorado / CDOT District 4,,SHE2873-193 US 287 & CO 52 INTERSECTION IM,5138361.59
cdot_2022q4_sta_067a_048_project_1,cdot_2022q4_sta_067a_048,STA 067A-048,Hwy 67A MP 0.00 TO MP 11.05 IN,Roadway,Colorado / CDOT District 2,,STA 067A-048 Hwy 67A MP 0.00 TO MP 11.05 IN,4623000.00
cdot_2022q4_sta001a_005_project_1,cdot_2022q4_sta001a_005,STA001A-005,SH1 WELLINGTON SOUTH RESURFACI,Roadway,Colorado / CDOT District 4,,STA001A-005 SH1 WELLINGTON SOUTH RESURFACI,5897002.35
cdot_2022q4_sta0252_459_project_1,cdot_2022q4_sta0252_459,STA0252-459,,Roadway,Colorado / CDOT District 1,,STA0252-459,6297433.64
cdot_2022q4_sta0361_129_project_1,cdot_2022q4_sta0361_129,STA0361-129,US 36: HYGIENE RD AND NELSON R,Roadway,Colorado / CDOT District 4,,STA0361-129 US 36: HYGIENE RD AND NELSON R,3618938.30
cdot_2022q4_sta0711_021_project_1,cdot_2022q4_sta0711_021,STA0711-021,SH71: REGION LINE NORTH,Roadway,Colorado / CDOT District 4,,STA0711-021 SH71: REGION LINE NORTH,14314966.60
cdot_2022q4_sta0712_019_project_1,cdot_2022q4_sta0712_019,STA0712-019,SH 71: Frieght Improvements,Roadway,Colorado / CDOT District 4,,STA0712-019 SH 71: Frieght Improvements,11946689.77
cdot_2022q4_sta207a_004_project_1,cdot_2022q4_sta207a_004,STA207A-004,Resurfacing SH207A MANZANOLA (,Roadway,Colorado / CDOT District 2,,STA207A-004 Resurfacing SH207A MANZANOLA (,6049464.37
cdot_2022q4_sta3852_015_project_1,cdot_2022q4_sta3852_015,STA3852-015,US 385 HOLYOKE NORTH,Roadway,Colorado / CDOT District 4,,STA3852-015 US 385 HOLYOKE NORTH,16494822.00
cdot_2022q4_sta385a_016_project_1,cdot_2022q4_sta385a_016,STA385A-016,SH 385 MP 97.76,Roadway,Colorado / CDOT District 2,,STA385A-016 SH 385 MP 97.76,3775000.00
cdot_2022q4_stam420_001_project_1,cdot_2022q4_stam420_001,STAM420-001,US 285 AT HWY 9C IMPROVEMENTS,Roadway,Colorado / CDOT District 2,,STAM420-001 US 285 AT HWY 9C IMPROVEMENTS,24091000.00
cdot_2022q4_star100_358_project_1,cdot_2022q4_star100_358,STAR100-358,3 STRUCTURES IN REGION 1 METRO,Roadway,Colorado / CDOT District 1,,STAR100-358 3 STRUCTURES IN REGION 1 METRO,1580730.00
cdot_2022q4_star100_374_project_1,cdot_2022q4_star100_374,STAR100-374,5 STRUCTURES IN REGION 1,Roadway,Colorado / CDOT District 1,,STAR100-374 5 STRUCTURES IN REGION 1,2745838.90
cdot_2022q4_stm0091_046_project_1,cdot_2022q4_stm0091_046,STM0091-046,ADA RAMP IMPROVEMENTS - FAIRPL,Roadway,Colorado / CDOT District 2,,STM0091-046 ADA RAMP IMPROVEMENTS - FAIRPL,24091000.00
cdot_2022q4_stm1151_038_project_1,cdot_2022q4_stm1151_038,STM1151-038,SH115 MP 27 TO MP 38,Roadway,Colorado / CDOT District 2,,STM1151-038 SH115 MP 27 TO MP 38,39607433.98
cdot_2022q4_str_r500_171_project_1,cdot_2022q4_str_r500_171,STR R500-171,Various locations on SH 141 an,Roadway,Colorado / CDOT District 5,,STR R500-171 Various locations on SH 141 an,1400000.00
cdot_2022q4_str0092_024_project_1,cdot_2022q4_str0092_024,STR0092-024,SH 9 North of Silverthorne,Roadway,Colorado / CDOT District 3,,STR0092-024 SH 9 North of Silverthorne,6632329.84
cdot_2022q4_str0141_031_project_1,cdot_2022q4_str0141_031,STR0141-031,,Roadway,Colorado / CDOT District 3,,STR0141-031,5420000.00
cdot_2022q4_str0505_050_project_1,cdot_2022q4_str0505_050,STR0505-050,,Roadway,Colorado / CDOT District 2,,STR0505-050,2019305.00
cdot_2022q4_str0641_107_project_1,cdot_2022q4_str0641_107,STR0641-107,SH 13 MM 104-128.1 IN MOFFAT C,Roadway,Colorado / CDOT District 3,,STR0641-107 SH 13 MM 104-128.1 IN MOFFAT C,3297815.15
cdot_2022q4_str064a_010_project_1,cdot_2022q4_str064a_010,STR064A-010,SH 64 AND SH 13 AT MEEKER,Roadway,Colorado / CDOT District 3,,STR064A-010 SH 64 AND SH 13 AT MEEKER,6203531.45
cdot_2022q4_str0711_022_project_1,cdot_2022q4_str0711_022,STR0711-022,SH 71 OVER THE ARKANSAS,Roadway,Colorado / CDOT District 2,,STR0711-022 SH 71 OVER THE ARKANSAS,572763.00
cdot_2022q4_str092a_031_project_1,cdot_2022q4_str092a_031,STR092A-031,,Roadway,Colorado / CDOT District 3,,STR092A-031,7346956.34
cdot_2022q4_str096a_050_project_1,cdot_2022q4_str096a_050,STR096A-050,SH 96 MP 168.99 TO 193.77,Roadway,Colorado / CDOT District 2,,STR096A-050 SH 96 MP 168.99 TO 193.77,12723069.27
cdot_2022q4_str109a_019_project_1,cdot_2022q4_str109a_019,STR109A-019,M-22-AY BRIDGE REHAB ON SH109,Roadway,Colorado / CDOT District 2,,STR109A-019 M-22-AY BRIDGE REHAB ON SH109,5635899.39
cdot_2022q4_str114a_015_project_1,cdot_2022q4_str114a_015,STR114A-015,SH114 SILLSVILLE SOUTH TO MP30,Roadway,Colorado / CDOT District 3,,STR114A-015 SH114 SILLSVILLE SOUTH TO MP30,14324912.69
cdot_2022q4_str133a_051_project_1,cdot_2022q4_str133a_051,STR133A-051,,Roadway,Colorado / CDOT District 3,,STR133A-051,1540725.10
cdot_2022q4_str160a_034_project_1,cdot_2022q4_str160a_034,STR160A-034,US160A LA VETA PASS EAST SURFA,Roadway,Colorado / CDOT District 2,,STR160A-034 US160A LA VETA PASS EAST SURFA,8614391.16
cdot_2022q4_str318a_001_project_1,cdot_2022q4_str318a_001,STR318A-001,SH 318 MP 0 - 12.5 MOFFAT COUN,Roadway,Colorado / CDOT District 3,,STR318A-001 SH 318 MP 0 - 12.5 MOFFAT COUN,6686562.84
cdot_2022q4_strc090_011_project_1,cdot_2022q4_strc090_011,STRC090-011,US 50B AND SH71/CR18 INTERSECT,Roadway,Colorado / CDOT District 2,,STRC090-011 US 50B AND SH71/CR18 INTERSECT,2854417.85
cdot_2022q4_stu0252_457_project_1,cdot_2022q4_stu0252_457,STU0252-457,I-25:ALAMEDA RIVER PH 2.0,Roadway,Colorado / CDOT District 1,,STU0252-457 I-25:ALAMEDA RIVER PH 2.0,22317300.00
cdot_2022q4_trg0253_264_project_1,cdot_2022q4_trg0253_264,TRG0253-264,I-25 AND SH 119 PARK-N-RIDE,Roadway,Colorado / CDOT District 4,,TRG0253-264 I-25 AND SH 119 PARK-N-RIDE,13166577.55
fhu_bid_tab_watson_ave_roundabout_2021_12_16_320150_project_1,fhu_bid_tab_watson_ave_roundabout_2021_12_16_320150,320150,Watson Avenue Roundabout,Roadway,Summit County,,Watson Avenue Roundabout,
fhu_bid_tab_arapahoe_big_dry_creek_2021_09_24_ifb_21_09_02_project_1,fhu_bid_tab_arapahoe_big_dry_creek_2021_09_24_ifb_21_09_02,IFB 21-09-02,Arapahoe Rd Bridge at Big Dry Creek Project,Roadway,Arapahoe County,,Arapahoe Rd Bridge at Big Dry Creek Project,
fhu_bid_tab_ralston_yukon_garrison_2021_02_05_18_st_40_project_1,fhu_bid_tab_ralston_yukon_garrison_2021_02_05_18_st_40,18-ST-40,Ralston Road - Yukon Street to Garrison Street,Roadway,Jefferson County / Arvada,,Ralston Road - Yukon Street to Garrison Street,
fhu_bid_tab_kipling_bowles_2022_03_10_5_69_15_4005_project_1,fhu_bid_tab_kipling_bowles_2022_03_10_5_69_15_4005,5-69-15-4005,S Kipling Pkwy Improvement Project at W Bowles Ave,Roadway,Jefferson County,,S Kipling Pkwy Improvement Project at W Bowles Ave,
fhu_estimate_old_hampden_2026_02_05_old_hampden_complete_streets_project_1,fhu_estimate_old_hampden_2026_02_05_old_hampden_complete_streets,FHU-OLD-HAMPDEN,Old Hampden Complete Streets Project,Complete Streets,Arapahoe County,,Old Hampden Complete Streets Project,
fhu_estimate_colorado_blvd_2026_06_01_centennial_project_1,fhu_estimate_colorado_blvd_2026_06_01_centennial,FHU-COLORADO-BLVD,Colorado Boulevard Multimodal Improvements (Arapahoe Road to Dry Creek Road),Multimodal Improvements,Arapahoe County,,Colorado Boulevard Multimodal Improvements (Arapahoe Road to Dry Creek Road),
fhu_bid_tab_jc_73_2025_02_20_stu_c110_053_project_1,fhu_bid_tab_jc_73_2025_02_20_stu_c110_053,STU C110-053,JC-73 Corridor Improvement Project from Little Cub Creek Road to Plettner Lane,Corridor Improvements,Jefferson County,,JC-73 Corridor Improvement Project from Little Cub Creek Road to Plettner Lane,4924768.96
fhu_bid_tab_west_colfax_phase_1_2024_10_03_bid_6039_project_1,fhu_bid_tab_west_colfax_phase_1_2024_10_03_bid_6039,Bid No. 6039,West Colfax Safety Improvement Project - Phase I,Safety Improvements,Jefferson County,,West Colfax Safety Improvement Project - Phase I,
fhu_estimate_west_colfax_phase_2_2026_01_23_project_1,fhu_estimate_west_colfax_phase_2_2026_01_23,FHU-W-COLFAX-PH2,West Colfax Safety Improvement Project - Phase 2,Safety Improvements,Jefferson County,,West Colfax Safety Improvement Project - Phase 2,
fhu_bid_tab_pikes_peak_sidewalks_2023_04_03_project_1,fhu_bid_tab_pikes_peak_sidewalks_2023_04_03,FHU-PIKES-PEAK-SW,Pikes Peak Drive Sidewalk Improvements,Sidewalk Improvements,Douglas County,,Pikes Peak Drive Sidewalk Improvements,
fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci_project_1,fhu_bid_tab_west_mainstreet_2024_02_08_cip22_043_ci,CIP22-043-CI,West Mainstreet Operational Improvements,Operational Improvements,Douglas County,,West Mainstreet Operational Improvements,
fhu_bid_tab_lincoln_jordan_2025_02_18_project_1,fhu_bid_tab_lincoln_jordan_2025_02_18,FHU-LINCOLN-JORDAN,Lincoln Avenue and Jordan Road Widening,Roadway Widening,Douglas County,,Lincoln Avenue and Jordan Road Widening,
